MANDT,SPRAS,KTOPL,SAKNR,TXT20,TXT50,MCOD1
800,1,4000,2221030205,应交税费-应交增值税-销项税额（3%）,应交税费-应交增值税-销项税额（3%）,应交税费-应交增值税-销项税额（3%）
800,1,4000,2221030206,应交税费-应交增值税-销项税额（11%）,应交税费-应交增值税-销项税额（11%）,应交税费-应交增值税-销项税额（11%）
800,1,4000,2221030207,应交税费-应交增值税-销项税额（5%）,应交税费-应交增值税-销项税额（5%）,应交税费-应交增值税-销项税额（5%）
800,1,4000,2221030208,应交税费-应交增值税-销项税额（16%）,应交税费-应交增值税-销项税额（16%）,应交税费-应交增值税-销项税额（16%）
800,1,4000,2221030209,应交税费-应交增值税-销项税额（10%）,应交税费-应交增值税-销项税额（10%）,应交税费-应交增值税-销项税额（10%）
800,1,4000,2221030210,应交税费-应交增值税-销项税额（9%）,应交税费-应交增值税-销项税额（9%）,应交税费-应交增值税-销项税额（9%）
800,1,4000,2221030211,应交税费-应交增值税-销项税额（1%）,应交税费-应交增值税-销项税额（1%）,应交税费-应交增值税-销项税额（1%）
800,1,4000,2221030300,应交税费-应交增值税（已交税金）,应交税费-应交增值税（已交税金）,应交税费-应交增值税（已交税金）
800,1,4000,2221030400,应交税费-应交增值税（转出未交增值税）,应交税费-应交增值税（转出未交增值税）,应交税费-应交增值税（转出未交增值税）
800,1,4000,2221030500,应交税费-应交增值税（转出多交增值税）,应交税费-应交增值税（转出多交增值税）,应交税费-应交增值税（转出多交增值税）
800,1,4000,2221030600,应交税费-应交增值税（进项税额转出）,应交税费-应交增值税（进项税额转出）,应交税费-应交增值税（进项税额转出）
800,1,4000,2221030700,应交税费-应交增值税（减免税款）,应交税费-应交增值税（减免税款）,应交税费-应交增值税（减免税款）
800,1,4000,2221030800,应交税费-应交增值税（出口抵减内销产品应,应交税费-应交增值税（出口抵减内销产品应纳税额）,应交税费-应交增值税（出口抵减内销产品应纳税额）
800,1,4000,2221030900,应交税费-应交增值税（出口退税）,应交税费-应交增值税（出口退税）,应交税费-应交增值税（出口退税）
800,1,4000,2221031000,应交税费-应交增值税（小规模纳税人）,应交税费-应交增值税（小规模纳税人）,应交税费-应交增值税（小规模纳税人）
800,1,4000,2221040000,应交税费-未交增值税,应交税费-未交增值税,应交税费-未交增值税
800,1,4000,2221050000,应交税费-应交营业税(删除),应交税费-应交营业税(删除),应交税费-应交营业税(删除)
800,1,4000,2221060000,应交税费-应交城市维护建设税,应交税费-应交城市维护建设税,应交税费-应交城市维护建设税
800,1,4000,2221070000,应交税费-应交车船使用税,应交税费-应交车船使用税,应交税费-应交车船使用税
800,1,4000,2221080000,应交税费-应交房产税,应交税费-应交房产税,应交税费-应交房产税
800,1,4000,2221090000,应交税费-应交土地使用税,应交税费-应交土地使用税,应交税费-应交土地使用税
800,1,4000,2221100000,应交税费-应交土地增值税,应交税费-应交土地增值税,应交税费-应交土地增值税
800,1,4000,2221110000,应交税费-教育费附加,应交税费-教育费附加,应交税费-教育费附加
800,1,4000,2221120000,应交税费-地方教育费附加,应交税费-地方教育费附加,应交税费-地方教育费附加
800,1,4000,2221130000,应交税费-副食品调控基金(删除),应交税费-副食品调控基金(删除),应交税费-副食品调控基金(删除)
800,1,4000,2221140000,应交税费-水利基金,应交税费-水利基金,应交税费-水利基金
800,1,4000,2221150000,应交税费-印花税,应交税费-印花税,应交税费-印花税
800,1,4000,2221160000,应交税费-残疾人保障金,应交税费-残疾人保障金,应交税费-残疾人保障金
800,1,4000,2221170000,应交税费-契税,应交税费-契税,应交税费-契税
800,1,4000,2221180000,应交税费-市场物价调节基金(删除),应交税费-市场物价调节基金(删除),应交税费-市场物价调节基金(删除)
800,1,4000,2221190000,应交税费-防洪保安基金(删除),应交税费-防洪保安基金(删除),应交税费-防洪保安基金(删除)
800,1,4000,2221200000,应交税费-河道维护费(删除),应交税费-河道维护费(删除),应交税费-河道维护费(删除)
800,1,4000,2221210000,应交税费-人防建设基金(删除),应交税费-人防建设基金(删除),应交税费-人防建设基金(删除)
800,1,4000,2221220000,应交税费-代扣税金,应交税费-代扣税金,应交税费-代扣税金
800,1,4000,2221230000,应交税费-待抵扣进项税额-不动产进项税额,应交税费-待抵扣进项税额-不动产进项税额,应交税费-待抵扣进项税额-不动产进项税额
800,1,4000,2221240000,应交税费-应交资源税-应交水资源税,应交税费-应交资源税-应交水资源税,应交税费-应交资源税-应交水资源税
800,1,4000,2221250000,应交税费-应交环境保护税,应交税费-应交环境保护税,应交税费-应交环境保护税
800,1,4000,2221300000,应交税费-关税,应交税费-关税,应交税费-关税
800,1,4000,2221310000,应交税费-简易计税,应交税费-简易计税,应交税费-简易计税
800,1,4000,2221320000,应交税费-应交文化事业建设税,应交税费-应交文化事业建设税,应交税费-应交文化事业建设税
800,1,4000,2221990000,应交税费-其他,应交税费-其他,应交税费-其他
800,1,4000,2231000000,应付利息,应付利息,应付利息
800,1,4000,2231999999,应付利息-外币评估调整,应付利息-外币评估调整,应付利息-外币评估调整
800,1,4000,2232000000,应付股利,应付股利,应付股利
800,1,4000,2241010000,其他应付款-员工,其他应付款-员工,其他应付款-员工
800,1,4000,2241020000,其他应付款-专项经费(删除),其他应付款-专项经费(删除),其他应付款-专项经费(删除)
800,1,4000,2241030000,其他应付款-送奶员押金,其他应付款-送奶员押金,其他应付款-送奶员押金
800,1,4000,2241040000,其他应付款-内部往来,其他应付款-内部往来,其他应付款-内部往来
800,1,4000,2241050000,其他应付款-专项资金,其他应付款-专项资金,其他应付款-专项资金
800,1,4000,2241060000,其他应付款-养餐配送保证金,其他应付款-养餐配送保证金,其他应付款-养餐配送保证金
800,1,4000,2241070000,其他应付款-其他,其他应付款-其他,其他应付款-其他
800,1,4000,2241080000,其他应付款-考核基金,其他应付款-考核基金,其他应付款-考核基金
800,1,4000,2241090000,其他应付款-保证金,其他应付款-保证金,其他应付款-保证金
800,1,4000,2241100000,其他应付款-待抵税金,其他应付款-待抵税金,其他应付款-待抵税金
800,1,4000,2241110000,其他应付款-牛奶钱包(删除),其他应付款-牛奶钱包(删除),其他应付款-牛奶钱包(删除)
800,1,4000,2241111000,删除备用,删除备用,删除备用
800,1,4000,2241120000,其他应付款-租赁,其他应付款-租赁,其他应付款-租赁
800,1,4000,2241130000,其他应付款-鲜活go钱包(删除),其他应付款-鲜活go钱包(删除),其他应付款-鲜活GO钱包(删除)
800,1,4000,2241140000,其他应付款-工程设备质保金,其他应付款-工程设备质保金,其他应付款-工程设备质保金
800,1,4000,2241999997,其他应付款-代收运费(删除),其他应付款-代收运费(删除),其他应付款-代收运费(删除)
800,1,4000,2241999998,其他应付款重分类调整,其他应付款重分类调整,其他应付款重分类调整
800,1,4000,2241999999,其他应付款-外币评估调整,其他应付款-外币评估调整,其他应付款-外币评估调整
800,1,4000,2401000000,递延收益-政府补助,递延收益-政府补助,递延收益-政府补助
800,1,4000,2401010000,递延收益-未实现售后租回损益(删除),递延收益-未实现售后租回损益(删除),递延收益-未实现售后租回损益(删除)
800,1,4000,2501000000,长期借款,长期借款,长期借款
800,1,4000,2502010000,应付债券-面值,应付债券-面值,应付债券-面值
800,1,4000,2502020000,应付债券-利息调整,应付债券-利息调整,应付债券-利息调整
800,1,4000,2502030000,应付债券-应计利息,应付债券-应计利息,应付债券-应计利息
800,1,4000,2701000000,长期应付款,长期应付款,长期应付款
800,1,4000,2702000000,未确认融资费用,未确认融资费用,未确认融资费用
800,1,4000,2711000000,专项应付款(删除),专项应付款(删除),专项应付款(删除)
800,1,4000,2801010000,预计负债-对外担保,预计负债-对外担保,预计负债-对外担保
800,1,4000,2801020000,预计负债-未诀诉讼,预计负债-未诀诉讼,预计负债-未诀诉讼
800,1,4000,2801030000,预计负债-重组业务,预计负债-重组业务,预计负债-重组业务
800,1,4000,2801040000,预计负债-亏损性合同,预计负债-亏损性合同,预计负债-亏损性合同
800,1,4000,2801990000,预计负债-其他,预计负债-其他,预计负债-其他
800,1,4000,2802000000,持有待售负债,持有待售负债,持有待售负债
800,1,4000,2901000000,递延所得税负债-评估增值,递延所得税负债-评估增值,递延所得税负债-评估增值
800,1,4000,2901010000,递延所得税负债-使用权资产,递延所得税负债-使用权资产,递延所得税负债-使用权资产
800,1,4000,4001000000,实收资本（股本）,实收资本（股本）,实收资本（股本）
800,1,4000,4002010000,资本公积-资本（股本）溢价,资本公积-资本（股本）溢价,资本公积-资本（股本）溢价
800,1,4000,4002020000,资本公积-其他资本公积,资本公积-其他资本公积,资本公积-其他资本公积
800,1,4000,4003000000,其他综合收益,其他综合收益,其他综合收益
800,1,4000,4101010000,盈余公积-法定盈余公积,盈余公积-法定盈余公积,盈余公积-法定盈余公积
800,1,4000,4101020000,盈余公积-任意盈余公积,盈余公积-任意盈余公积,盈余公积-任意盈余公积
800,1,4000,4101030000,盈余公积-企业发展基金,盈余公积-企业发展基金,盈余公积-企业发展基金
800,1,4000,4101040000,盈余公积-储备基金,盈余公积-储备基金,盈余公积-储备基金
800,1,4000,4101050000,盈余公积-利润归还投资,盈余公积-利润归还投资,盈余公积-利润归还投资
800,1,4000,4101060000,盈余公积-职工奖励及福利基金(删除）,盈余公积-职工奖励及福利基金（删除）,盈余公积-职工奖励及福利基金（删除）
800,1,4000,4102000000,一般风险准备(删除),一般风险准备(删除),一般风险准备(删除)
800,1,4000,4103000000,本年利润(删除),本年利润(删除),本年利润(删除)
800,1,4000,4104010000,利润分配-提取法定盈余公积,利润分配-提取法定盈余公积,利润分配-提取法定盈余公积
800,1,4000,4104020000,利润分配-提取任意盈余公积,利润分配-提取任意盈余公积,利润分配-提取任意盈余公积
800,1,4000,4104030000,利润分配-盈余公积补亏,利润分配-盈余公积补亏,利润分配-盈余公积补亏
800,1,4000,4104040000,利润分配-应付现金股利或利润,利润分配-应付现金股利或利润,利润分配-应付现金股利或利润
800,1,4000,4104050000,利润分配-转作股本的股利,利润分配-转作股本的股利,利润分配-转作股本的股利
800,1,4000,4104060000,利润分配-提取储备基金,利润分配-提取储备基金,利润分配-提取储备基金
800,1,4000,4104070000,利润分配-提取企业发展基金,利润分配-提取企业发展基金,利润分配-提取企业发展基金
800,1,4000,4104080000,利润分配-未分配利润,利润分配-未分配利润,利润分配-未分配利润
800,1,4000,4104090000,利润分配-提取职工奖励及福利基金(删除),利润分配-提取职工奖励及福利基金(删除),利润分配-提取职工奖励及福利基金(删除)
800,1,4000,4104100000,利润分配-利润归还投资,利润分配-利润归还投资,利润分配-利润归还投资
800,1,4000,4104110000,利润分配-其他,利润分配-其他,利润分配-其他
800,1,4000,4201000000,库存股,库存股,库存股
800,1,4000,4401000000,其他权益工具,其他权益工具,其他权益工具
800,1,4000,5001010000,生产成本-原辅料,生产成本-原辅料,生产成本-原辅料
800,1,4000,5001020000,生产成本-包装物,生产成本-包装物,生产成本-包装物
800,1,4000,5001030000,生产成本-成品,生产成本-成品,生产成本-成品
800,1,4000,5001040000,生产成本-半成品,生产成本-半成品,生产成本-半成品
800,1,4000,5001050000,生产成本-制造费用转入(删除),生产成本-制造费用转入(删除),生产成本-制造费用转入(删除)
800,1,4000,5001060000,生产成本-其他(删除),生产成本-其他(删除),生产成本-其他(删除)
800,1,4000,5002010000,农业生产成本-原辅料,农业生产成本-原辅料,农业生产成本-原辅料
800,1,4000,5002030000,农业生产成本-成品,农业生产成本-成品,农业生产成本-成品
800,1,4000,5002040000,农业生产成本-制造费转入,农业生产成本-制造费转入,农业生产成本-制造费转入
800,1,4000,5003000000,开发成本(删除),开发成本(删除),开发成本(删除)
800,1,4000,5201000000,劳务成本(删除),劳务成本(删除),劳务成本(删除)
800,1,4000,5301010000,研发支出-费用化支出(删除),研发支出-费用化支出(删除),研发支出-费用化支出(删除)
800,1,4000,5301020000,删除,删除,删除
800,1,4000,5301030000,研发支出-资本化支出(删除),研发支出-资本化支出(删除),研发支出-资本化支出(删除)
800,1,4000,6001000000,主营业务收入,主营业务收入,主营业务收入
800,1,4000,6051010000,其他业务收入-废旧物资收入,其他业务收入-废旧物资收入,其他业务收入-废旧物资收入
800,1,4000,6051020000,其他业务收入-淘汰消耗性生物资产收入,其他业务收入-淘汰消耗性生物资产收入,其他业务收入-淘汰消耗性生物资产收入
800,1,4000,6051030000,其他业务收入-销售材料收入,其他业务收入-销售材料收入,其他业务收入-销售材料收入
800,1,4000,6051040000,其他业务收入-运货车返空带货收入,其他业务收入-运货车返空带货收入,其他业务收入-运货车返空带货收入
800,1,4000,6051050000,其他业务收入-受托代销商品手续费,其他业务收入-受托代销商品手续费,其他业务收入-受托代销商品手续费
800,1,4000,6051060000,其他业务收入-投资性房地产租金及处置收入,其他业务收入-投资性房地产租金及处置收入,其他业务收入-投资性房地产租金及处置收入
800,1,4000,6051070000,其他业务收入-出租固定资产,其他业务收入-出租固定资产,其他业务收入-出租固定资产
800,1,4000,6051080000,其他业务收入-出租无形资产,其他业务收入-出租无形资产,其他业务收入-出租无形资产
800,1,4000,6051090000,其他业务收入-出租包装物和商品,其他业务收入-出租包装物和商品,其他业务收入-出租包装物和商品
800,1,4000,6051100000,其他业务收入－委托贷款利息收入,其他业务收入－委托贷款利息收入,其他业务收入－委托贷款利息收入
800,1,4000,6051110000,其他业务收入-牛粪收入,其他业务收入-牛粪收入,其他业务收入-牛粪收入
800,1,4000,6051120000,其他业务收入-营养餐配餐收入,其他业务收入-营养餐配餐收入,其他业务收入-营养餐配餐收入
800,1,4000,6051130000,其他业务收入-代工收入,其他业务收入-代工收入,其他业务收入-代工收入
800,1,4000,6051140000,其他业务收入-非乳制品销售收入,其他业务收入-非乳制品销售收入,其他业务收入-非乳制品销售收入
800,1,4000,6051990000,其他业务收入-其他,其他业务收入-其他,其他业务收入-其他
800,1,4000,6101000000,公允价值变动损益,公允价值变动损益,公允价值变动损益
800,1,4000,6111000000,投资收益-其他,投资收益-其他,投资收益-其他
800,1,4000,6111010000,投资收益-成本法核算的长期股权投资收益,投资收益-成本法核算的长期股权投资收益,投资收益-成本法核算的长期股权投资收益
800,1,4000,6111020000,投资收益-权益法核算的长期股权投资收益,投资收益-权益法核算的长期股权投资收益,投资收益-权益法核算的长期股权投资收益
800,1,4000,6111030000,投资收益-处置交易性金融资产取得的投资收,投资收益-处置交易性金融资产取得的投资收益,投资收益-处置交易性金融资产取得的投资收益
800,1,4000,6301010000,营业外收入-罚没收入,营业外收入-罚没收入,营业外收入-罚没收入
800,1,4000,6301020000,营业外收入-非流动资产处置利得,营业外收入-非流动资产处置利得,营业外收入-非流动资产处置利得
800,1,4000,6301030000,营业外收入-盘盈利得,营业外收入-盘盈利得,营业外收入-盘盈利得
800,1,4000,6301040000,营业外收入-非货币性资产交换利得,营业外收入-非货币性资产交换利得,营业外收入-非货币性资产交换利得
800,1,4000,6301050000,营业外收入-债务重组利得,营业外收入-债务重组利得,营业外收入-债务重组利得
800,1,4000,6301060000,营业外收入-捐赠利得,营业外收入-捐赠利得,营业外收入-捐赠利得
800,1,4000,6301070000,营业外收入-政府补助,营业外收入-政府补助,营业外收入-政府补助
800,1,4000,6301990000,营业外收入-其他,营业外收入-其他,营业外收入-其他
800,1,4000,6401000000,主营业务成本,主营业务成本,主营业务成本
800,1,4000,6402010000,其他业务成本-淘汰消耗性生物资产成本,其他业务成本-淘汰消耗性生物资产成本,其他业务成本-淘汰消耗性生物资产成本
800,1,4000,6402020000,其他业务成本-材料销售成本,其他业务成本-材料销售成本,其他业务成本-材料销售成本
800,1,4000,6402030000,其他业务成本-出租固定资产的折旧额,其他业务成本-出租固定资产的折旧额,其他业务成本-出租固定资产的折旧额
800,1,4000,6402040000,其他业务成本-出租无形资产的摊销额,其他业务成本-出租无形资产的摊销额,其他业务成本-出租无形资产的摊销额
800,1,4000,6402050000,其他业务成本-出租包装物和商品的成本,其他业务成本-出租包装物和商品的成本,其他业务成本-出租包装物和商品的成本
800,1,4000,6402060000,其他业务成本-投资性房地产折旧,其他业务成本-投资性房地产折旧,其他业务成本-投资性房地产折旧
800,1,4000,6402070000,其他业务成本-营养餐配餐成本,其他业务成本-营养餐配餐成本,其他业务成本-营养餐配餐成本
800,1,4000,6402080000,其他业务成本-代工成本,其他业务成本-代工成本,其他业务成本-代工成本
800,1,4000,6402090000,其他业务成本-非乳制品销售成本,其他业务成本-非乳制品销售成本,其他业务成本-非乳制品销售成本
800,1,4000,6402990000,其他业务成本-其他,其他业务成本-其他,其他业务成本-其他
800,1,4000,6405010000,税金及附加,税金及附加,税金及附加
800,1,4000,6405020000,营业税金及附加-其他业务税金及附加（删除,营业税金及附加-其他业务税金及附加（删除）,营业税金及附加-其他业务税金及附加（删除）
800,1,4000,6501010000,营业成本差异(删除),营业成本差异(删除),营业成本差异(删除)
800,1,4000,6501020000,价格重估差异,价格重估差异,价格重估差异
800,1,4000,6501030000,发票校验小数差异,发票校验小数差异,发票校验小数差异
800,1,4000,6501040000,汇率差异(删除),汇率差异(删除),汇率差异(删除)
800,1,4000,6501040100,其他收益-政府补助,其他收益-政府补助,其他收益-政府补助
800,1,4000,6501050000,资产处置收益-固定资产,资产处置收益-固定资产,资产处置收益-固定资产
800,1,4000,6501050100,资产处置收益-生物性资产,资产处置收益-生物性资产,资产处置收益-生物性资产
800,1,4000,6501050200,资产处置收益-使用权资产,资产处置收益-使用权资产,资产处置收益-使用权资产
800,1,4000,6501050300,资产处置收益-无形资产,资产处置收益-无形资产,资产处置收益-无形资产
800,1,4000,6601010100,工资,工资,工资
800,1,4000,6601010200,职工福利,职工福利,职工福利
800,1,4000,6601010300,工会经费,工会经费,工会经费
800,1,4000,6601010400,职工教育经费,职工教育经费,职工教育经费
800,1,4000,6601010501,基本医疗保险费,基本医疗保险费,基本医疗保险费
800,1,4000,6601010502,基本养老保险费,基本养老保险费,基本养老保险费
800,1,4000,6601010503,年金缴费,年金缴费,年金缴费
800,1,4000,6601010504,失业保险费,失业保险费,失业保险费
800,1,4000,6601010505,工伤保险费,工伤保险费,工伤保险费
800,1,4000,6601010506,生育保险费,生育保险费,生育保险费
800,1,4000,6601010507,综合保险费,综合保险费,综合保险费
800,1,4000,6601010600,住房公积金,住房公积金,住房公积金
800,1,4000,6601010700,辞退福利,辞退福利,辞退福利
800,1,4000,6601010800,离职后福利,离职后福利,离职后福利
800,1,4000,6601010900,其他长期职工福利,其他长期职工福利,其他长期职工福利
800,1,4000,6601011000,非货币性福利,非货币性福利,非货币性福利
800,1,4000,6601011100,短期带薪缺勤,短期带薪缺勤,短期带薪缺勤
800,1,4000,6601011200,短期利润分享计划,短期利润分享计划,短期利润分享计划
800,1,4000,6601011300,其他短期薪酬,其他短期薪酬,其他短期薪酬
800,1,4000,6601020000,办公费,办公费,办公费
800,1,4000,6601030000,修理费,修理费,修理费
800,1,4000,6601040000,差旅费,差旅费,差旅费
800,1,4000,6601050100,邮电费-邮寄费,邮电费-邮寄费,邮电费-邮寄费
800,1,4000,6601050200,邮电费-手机费,邮电费-手机费,邮电费-手机费
800,1,4000,6601050300,邮电费-座机费,邮电费-座机费,邮电费-座机费
800,1,4000,6601060000,物料及低值易耗品,物料及低值易耗品,物料及低值易耗品
800,1,4000,6601070000,折旧费,折旧费,折旧费
800,1,4000,6601080101,运输费-油料费,运输费-油料费,运输费-油料费
800,1,4000,6601080102,运输费-过路过桥费,运输费-过路过桥费,运输费-过路过桥费
800,1,4000,6601080103,运输费-洗车费,运输费-洗车费,运输费-洗车费
800,1,4000,6601080104,运输费-停车费,运输费-停车费,运输费-停车费
800,1,4000,6601080105,运输费-修理费,运输费-修理费,运输费-修理费
800,1,4000,6601080106,运输费-出车补助(删除),运输费-出车补助(删除),运输费-出车补助(删除)
800,1,4000,6601080107,运输费-年审费,运输费-年审费,运输费-年审费
800,1,4000,6601080108,运输费-养路费(删除),运输费-养路费(删除),运输费-养路费(删除)
800,1,4000,6601080109,运输费-保险费,运输费-保险费,运输费-保险费
800,1,4000,6601080110,运输费-仓储,运输费-仓储,运输费-仓储
800,1,4000,6601080200,运输费-外部,运输费-外部,运输费-外部
800,1,4000,6601080300,运输费-装卸费,运输费-装卸费,运输费-装卸费
800,1,4000,6601080400,运输费-送奶员费用,运输费-送奶员费用,运输费-送奶员费用
800,1,4000,6601080500,二级物流费(删除),二级物流费(删除),二级物流费(删除)
800,1,4000,6601090100,广告费-咨询设计费,广告费-咨询设计费,广告费-咨询设计费
800,1,4000,6601090200,广告费-电视广告制作费,广告费-电视广告制作费,广告费-电视广告制作费
800,1,4000,6601090300,广告费-央视广告发布费,广告费-央视广告发布费,广告费-央视广告发布费
800,1,4000,6601090400,广告费-地方电视发布费,广告费-地方电视发布费,广告费-地方电视发布费
800,1,4000,6601090500,广告费-报刊、杂志广告及制作费,广告费-报刊、杂志广告及制作费,广告费-报刊、杂志广告及制作费
800,1,4000,6601090600,广告费-灯箱广告及制作费,广告费-灯箱广告及制作费,广告费-灯箱广告及制作费
800,1,4000,6601090700,广告费-车身广告及制作费,广告费-车身广告及制作费,广告费-车身广告及制作费
800,1,4000,6601090800,广告费-站台广告及制作费,广告费-站台广告及制作费,广告费-站台广告及制作费
800,1,4000,6601090900,广告费-广播广告及制作费,广告费-广播广告及制作费,广告费-广播广告及制作费
800,1,4000,6601091000,广告费-分众广告及制作费,广告费-分众广告及制作费,广告费-分众广告及制作费
800,1,4000,6601091100,广告费-卖场广告及制作费,广告费-卖场广告及制作费,广告费-卖场广告及制作费
800,1,4000,6601091200,广告费-车载广告及制作费,广告费-车载广告及制作费,广告费-车载广告及制作费
800,1,4000,6601091300,广告费-形象代言费,广告费-形象代言费,广告费-形象代言费
800,1,4000,6601091400,广告费-网络广告及制作费,广告费-网络广告及制作费,广告费-网络广告及制作费
800,1,4000,6601091500,广告费-户外大牌及制作费,广告费-户外大牌及制作费,广告费-户外大牌及制作费
800,1,4000,6601099700,广告费-语音广告,广告费-语音广告,广告费-语音广告
800,1,4000,6601099900,广告费-其他,广告费-其他,广告费-其他
800,1,4000,6601100100,宣传费-店招门头,宣传费-店招门头,宣传费-店招门头
800,1,4000,6601100200,宣传费-宣传品,宣传费-宣传品,宣传费-宣传品
800,1,4000,6601100300,宣传费-路演,宣传费-路演,宣传费-路演
800,1,4000,6601100400,宣传费-招商展销及制作费,宣传费-招商展销及制作费,宣传费-招商展销及制作费
800,1,4000,6601109900,宣传费-宣传费其他,宣传费-宣传费其他,宣传费-宣传费其他
800,1,4000,6601110000,退料损失费,退料损失费,退料损失费
800,1,4000,6601120000,售后服务费,售后服务费,售后服务费
800,1,4000,6601130100,市场调研费-内部,市场调研费-内部,市场调研费-内部
800,1,4000,6601130200,市场调研费-外部,市场调研费-外部,市场调研费-外部
800,1,4000,6601140101,促销费用-终端促销-促销物料,促销费用-终端促销-促销物料,促销费用-终端促销-促销物料
800,1,4000,6601140102,促销费用-终端促销-促销礼品(删除）,促销费用-终端促销-促销礼品(删除）,促销费用-终端促销-促销礼品(删除）
800,1,4000,6601140103,促销费用-终端促销-品尝,促销费用-终端促销-品尝,促销费用-终端促销-品尝
800,1,4000,6601140104,促销费用-终端促销-变价促销,促销费用-终端促销-变价促销,促销费用-终端促销-变价促销
800,1,4000,6601140105,促销费用-终端促销-临期产品买赠,促销费用-终端促销-临期产品买赠,促销费用-终端促销-临期产品买赠
800,1,4000,6601140106,促销费用-终端促销-买赠,促销费用-终端促销-买赠,促销费用-终端促销-买赠
800,1,4000,6601140107,促销费用-终端促销-促销人员费用,促销费用-终端促销-促销人员费用,促销费用-终端促销-促销人员费用
800,1,4000,6601140108,促销费用-终端促销-临时促销人员费用,促销费用-终端促销-临时促销人员费用,促销费用-终端促销-临时促销人员费用
800,1,4000,6601140199,促销费用-终端促销-其他,促销费用-终端促销-其他,促销费用-终端促销-其他
800,1,4000,6601140201,促销费用-中间促销-有奖及特殊陈列,促销费用-中间促销-有奖及特殊陈列,促销费用-中间促销-有奖及特殊陈列
800,1,4000,6601140202,促销费用-中间促销-条码、进场费,促销费用-中间促销-条码、进场费,促销费用-中间促销-条码、进场费
800,1,4000,6601140203,促销费用-中间促销-节庆、店庆费,促销费用-中间促销-节庆、店庆费,促销费用-中间促销-节庆、店庆费
800,1,4000,6601140204,促销费用-中间促销-管理费,促销费用-中间促销-管理费,促销费用-中间促销-管理费
800,1,4000,6601140205,促销费用-中间促销-返利,促销费用-中间促销-返利,促销费用-中间促销-返利
800,1,4000,6601140206,促销费用-中间促销-劳务费支持,促销费用-中间促销-劳务费支持,促销费用-中间促销-劳务费支持
800,1,4000,6601140207,促销费用-中间促销-坎级促销,促销费用-中间促销-坎级促销,促销费用-中间促销-坎级促销
800,1,4000,6601140299,促销费用-中间促销-其他,促销费用-中间促销-其他,促销费用-中间促销-其他
800,1,4000,6601160100,汽车费用-油料费,汽车费用-油料费,汽车费用-油料费
800,1,4000,6601160200,汽车费用-过路过桥费,汽车费用-过路过桥费,汽车费用-过路过桥费
800,1,4000,6601160300,汽车费用-洗车费,汽车费用-洗车费,汽车费用-洗车费
800,1,4000,6601160400,汽车费用-停车费,汽车费用-停车费,汽车费用-停车费
800,1,4000,6601160500,汽车费用-修理费,汽车费用-修理费,汽车费用-修理费
800,1,4000,6601160600,汽车费用-出车补助(删除),汽车费用-出车补助(删除),汽车费用-出车补助(删除)
800,1,4000,6601160700,汽车费用-年审费,汽车费用-年审费,汽车费用-年审费
800,1,4000,6601160800,汽车费用-养路费(删除),汽车费用-养路费(删除),汽车费用-养路费(删除)
800,1,4000,6601160900,汽车费用-保险费,汽车费用-保险费,汽车费用-保险费
800,1,4000,6601170000,租赁费,租赁费,租赁费
800,1,4000,6601180000,水费,水费,水费
800,1,4000,6601190000,电费,电费,电费
800,1,4000,6601210000,董事会费,董事会费,董事会费
800,1,4000,6601220100,房产税(删除),房产税(删除),房产税(删除)
800,1,4000,6601220200,土地使用税(删除),土地使用税(删除),土地使用税(删除)
800,1,4000,6601220300,车船使用税(删除),车船使用税(删除),车船使用税(删除)
800,1,4000,6601220400,印花税(删除),印花税(删除),印花税(删除)
800,1,4000,6601220500,残疾人保障金,残疾人保障金,残疾人保障金
800,1,4000,6601220600,在职职工个人教育费附加(删除),在职职工个人教育费附加(删除),在职职工个人教育费附加(删除)
800,1,4000,6601220700,其他税金(删除),其他税金(删除),其他税金(删除)
800,1,4000,6601230000,劳动保护费,劳动保护费,劳动保护费
800,1,4000,6601240000,中介机构费,中介机构费,中介机构费
800,1,4000,6601250000,业务招待费,业务招待费,业务招待费
800,1,4000,6601260000,会员费及会务费,会员费及会务费,会员费及会务费
800,1,4000,6601270000,环境保护费,环境保护费,环境保护费
800,1,4000,6601290000,无形资产摊销,无形资产摊销,无形资产摊销
800,1,4000,6601300000,存货盘盈盘亏毁损报废,存货盘盈盘亏毁损报废,存货盘盈盘亏毁损报废
800,1,4000,6601310000,存货报损(删除),存货报损(删除),存货报损(删除)
800,1,4000,6601320000,财产保险费,财产保险费,财产保险费
800,1,4000,6601330000,试验检验费,试验检验费,试验检验费
800,1,4000,6601340100,技术研发费-直接材料费,技术研发费-直接材料费,技术研发费-直接材料费
800,1,4000,6601340200,技术研发费-直接能耗费,技术研发费-直接能耗费,技术研发费-直接能耗费
800,1,4000,6601340300,技术研发费-研发成果论证费,技术研发费-研发成果论证费,技术研发费-研发成果论证费
800,1,4000,6601340400,技术研发费-研发成果鉴定费,技术研发费-研发成果鉴定费,技术研发费-研发成果鉴定费
800,1,4000,6601340500,技术研发费-研发成果评审费,技术研发费-研发成果评审费,技术研发费-研发成果评审费
800,1,4000,6601340600,技术研发费-研发成果其他费用,技术研发费-研发成果其他费用,技术研发费-研发成果其他费用
800,1,4000,6601340700,技术研发费-工资,技术研发费-工资,技术研发费-工资
800,1,4000,6601340800,技术研发费-基本养老保险,技术研发费-基本养老保险,技术研发费-基本养老保险
